Row,Row.Numbers,Genotype,Pedigree,Treatment,date,Canopy_Coverage
2067,2067 and 2068,CMV3,Ames 27104,No Nitrogen,Aug26,51.65179801
2067,2067 and 2068,CMV3,Ames 27104,No Nitrogen,Aug16,44.68815158
2067,2067 and 2068,CMV3,Ames 27104,No Nitrogen,Aug30,36.06431767
2067,2067 and 2068,CMV3,Ames 27104,No Nitrogen,July6,43.265205
2067,2067 and 2068,CMV3,Ames 27104,No Nitrogen,Aug14,40.15678797
2067,2067 and 2068,CMV3,Ames 27104,No Nitrogen,Aug12,51.56429528
2067,2067 and 2068,CMV3,Ames 27104,No Nitrogen,Aug22,43.93622251
2067,2067 and 2068,CMV3,Ames 27104,No Nitrogen,Aug20,60.69251384
2067,2067 and 2068,CMV3,Ames 27104,No Nitrogen,Sept3,27.83952086
2067,2067 and 2068,CMV3,Ames 27104,No Nitrogen,Sept5,16.9344423
2069,2069 and 2070,CO106,Ames 27105,No Nitrogen,Sept3,46.79671429
2069,2069 and 2070,CO106,Ames 27105,No Nitrogen,Aug14,22.72577997
2069,2069 and 2070,CO106,Ames 27105,No Nitrogen,Aug20,38.32448131
2069,2069 and 2070,CO106,Ames 27105,No Nitrogen,Aug30,44.00497856
2069,2069 and 2070,CO106,Ames 27105,No Nitrogen,July6,29.09054874
2069,2069 and 2070,CO106,Ames 27105,No Nitrogen,Aug16,29.98110858
2069,2069 and 2070,CO106,Ames 27105,No Nitrogen,Sept5,43.16475708
2069,2069 and 2070,CO106,Ames 27105,No Nitrogen,Aug23,41.97916628
2069,2069 and 2070,CO106,Ames 27105,No Nitrogen,Aug26,45.84954153
2069,2069 and 2070,CO106,Ames 27105,No Nitrogen,Aug22,33.77323051
2069,2069 and 2070,CO106,Ames 27105,No Nitrogen,Aug12,30.93939463
2069,2069 and 2070,CO106,Ames 27105,No Nitrogen,Sept1,38.9522935
2071,2071 and 2072,NC332,Ames 27162,No Nitrogen,Aug16,40.16148669
2071,2071 and 2072,NC332,Ames 27162,No Nitrogen,Aug23,53.4668675
2071,2071 and 2072,NC332,Ames 27162,No Nitrogen,Aug30,50.99216212
2071,2071 and 2072,NC332,Ames 27162,No Nitrogen,Aug26,48.93699464
2071,2071 and 2072,NC332,Ames 27162,No Nitrogen,Aug12,37.51720066
2071,2071 and 2072,NC332,Ames 27162,No Nitrogen,Sept5,42.64307395
2071,2071 and 2072,NC332,Ames 27162,No Nitrogen,Sept3,52.36786499
2071,2071 and 2072,NC332,Ames 27162,No Nitrogen,Sept1,41.68424168
2071,2071 and 2072,NC332,Ames 27162,No Nitrogen,Aug22,44.7070734
2071,2071 and 2072,NC332,Ames 27162,No Nitrogen,Aug20,48.02109536
2071,2071 and 2072,NC332,Ames 27162,No Nitrogen,July6,33.38387217
2071,2071 and 2072,NC332,Ames 27162,No Nitrogen,Aug14,41.4492293
2073,2073 and 2074,ND246,PI 550490,No Nitrogen,Aug16,35.35802746
2073,2073 and 2074,ND246,PI 550490,No Nitrogen,Aug26,41.83091812
2073,2073 and 2074,ND246,PI 550490,No Nitrogen,Aug30,33.02672054
2073,2073 and 2074,ND246,PI 550490,No Nitrogen,Aug14,46.1994809
2073,2073 and 2074,ND246,PI 550490,No Nitrogen,July6,36.72934473
2073,2073 and 2074,ND246,PI 550490,No Nitrogen,Aug12,39.43958764
2073,2073 and 2074,ND246,PI 550490,No Nitrogen,Sept1,18.33419106
2073,2073 and 2074,ND246,PI 550490,No Nitrogen,Sept5,10.39495248
2073,2073 and 2074,ND246,PI 550490,No Nitrogen,Aug20,47.02276609
2073,2073 and 2074,ND246,PI 550490,No Nitrogen,Sept3,20.17128224
2073,2073 and 2074,ND246,PI 550490,No Nitrogen,Aug22,32.89593187
2073,2073 and 2074,ND246,PI 550490,No Nitrogen,Aug23,44.79698894
2075,2075 and 2076,Oh43,Ames 19288,No Nitrogen,Aug12,62.22393787
2075,2075 and 2076,Oh43,Ames 19288,No Nitrogen,Aug30,65.3530034
2075,2075 and 2076,Oh43,Ames 19288,No Nitrogen,Aug26,64.73056303
2075,2075 and 2076,Oh43,Ames 19288,No Nitrogen,Sept1,71.72928082
2075,2075 and 2076,Oh43,Ames 19288,No Nitrogen,Aug22,60.81225809
2075,2075 and 2076,Oh43,Ames 19288,No Nitrogen,Sept3,60.30897972
2075,2075 and 2076,Oh43,Ames 19288,No Nitrogen,Aug20,69.74475513
2075,2075 and 2076,Oh43,Ames 19288,No Nitrogen,Aug23,70.41566528
2075,2075 and 2076,Oh43,Ames 19288,No Nitrogen,Aug16,63.34056338
2075,2075 and 2076,Oh43,Ames 19288,No Nitrogen,July6,42.43379165
2075,2075 and 2076,Oh43,Ames 19288,No Nitrogen,Aug14,75.31437046
2075,2075 and 2076,Oh43,Ames 19288,No Nitrogen,Sept5,57.40468068
2077,2077 and 2078,NC316,Ames 27154,No Nitrogen,Aug12,43.43377461
2077,2077 and 2078,NC316,Ames 27154,No Nitrogen,July6,26.77121268
2077,2077 and 2078,NC316,Ames 27154,No Nitrogen,Aug20,62.09189413
2077,2077 and 2078,NC316,Ames 27154,No Nitrogen,Aug14,45.27623285
2077,2077 and 2078,NC316,Ames 27154,No Nitrogen,Aug30,65.17994969
2077,2077 and 2078,NC316,Ames 27154,No Nitrogen,Sept1,74.04817405
2077,2077 and 2078,NC316,Ames 27154,No Nitrogen,Aug22,51.5135436
2077,2077 and 2078,NC316,Ames 27154,No Nitrogen,Sept3,70.30324233
2077,2077 and 2078,NC316,Ames 27154,No Nitrogen,Aug23,60.46376898
2077,2077 and 2078,NC316,Ames 27154,No Nitrogen,Aug26,66.63589002
2077,2077 and 2078,NC316,Ames 27154,No Nitrogen,Aug16,45.78189502
2077,2077 and 2078,NC316,Ames 27154,No Nitrogen,Sept5,64.03714731
2079,2079 and 2080,SD44,PI 524969,No Nitrogen,Aug12,46.95610709
2079,2079 and 2080,SD44,PI 524969,No Nitrogen,Aug14,42.79516924
2079,2079 and 2080,SD44,PI 524969,No Nitrogen,July6,30.78607705
2079,2079 and 2080,SD44,PI 524969,No Nitrogen,Aug22,44.09345265
2079,2079 and 2080,SD44,PI 524969,No Nitrogen,Sept5,34.0504969
2079,2079 and 2080,SD44,PI 524969,No Nitrogen,Sept1,54.53199999
2079,2079 and 2080,SD44,PI 524969,No Nitrogen,Aug20,52.87893342
2079,2079 and 2080,SD44,PI 524969,No Nitrogen,Aug26,57.7673709
2079,2079 and 2080,SD44,PI 524969,No Nitrogen,Aug16,46.25711927
2079,2079 and 2080,SD44,PI 524969,No Nitrogen,Aug23,54.11609923
2079,2079 and 2080,SD44,PI 524969,No Nitrogen,Aug30,43.2305352
2079,2079 and 2080,SD44,PI 524969,No Nitrogen,Sept3,40.96780062
2081,2081 and 2082,Va59,Ames 19016,No Nitrogen,July6,6.105784714
2081,2081 and 2082,Va59,Ames 19016,No Nitrogen,Sept3,23.66129777
2081,2081 and 2082,Va59,Ames 19016,No Nitrogen,Aug30,19.55843272
2081,2081 and 2082,Va59,Ames 19016,No Nitrogen,Aug22,14.47754343
2081,2081 and 2082,Va59,Ames 19016,No Nitrogen,Aug23,18.05888311
2081,2081 and 2082,Va59,Ames 19016,No Nitrogen,Aug14,7.019969278
2081,2081 and 2082,Va59,Ames 19016,No Nitrogen,Aug26,24.75320657
2081,2081 and 2082,Va59,Ames 19016,No Nitrogen,Aug20,16.84227444
2081,2081 and 2082,Va59,Ames 19016,No Nitrogen,Sept5,15.82487075
2081,2081 and 2082,Va59,Ames 19016,No Nitrogen,Aug12,8.987942506
2081,2081 and 2082,Va59,Ames 19016,No Nitrogen,Aug16,8.050545053
2081,2081 and 2082,Va59,Ames 19016,No Nitrogen,Sept1,25.71267117
2083,2083 and 2084,P39,Ames 28186,No Nitrogen,Aug12,77.12663775
2083,2083 and 2084,P39,Ames 28186,No Nitrogen,Aug20,78.57423182
2083,2083 and 2084,P39,Ames 28186,No Nitrogen,Sept3,68.88904437
2083,2083 and 2084,P39,Ames 28186,No Nitrogen,Sept5,71.16344021
2083,2083 and 2084,P39,Ames 28186,No Nitrogen,Aug26,75.54013023
2083,2083 and 2084,P39,Ames 28186,No Nitrogen,July6,52.72339898
2083,2083 and 2084,P39,Ames 28186,No Nitrogen,Aug14,65.50823667
2083,2083 and 2084,P39,Ames 28186,No Nitrogen,Aug23,78.18364624
2083,2083 and 2084,P39,Ames 28186,No Nitrogen,Aug30,84.86920055
2083,2083 and 2084,P39,Ames 28186,No Nitrogen,Aug22,73.35193185
2083,2083 and 2084,P39,Ames 28186,No Nitrogen,Sept1,64.98316498
2083,2083 and 2084,P39,Ames 28186,No Nitrogen,Aug16,69.75245239
2101,2101 and 2102,A635,Ames 19309,No Nitrogen,Aug26,58.09521791
2101,2101 and 2102,A635,Ames 19309,No Nitrogen,Sept3,33.49519318
2101,2101 and 2102,A635,Ames 19309,No Nitrogen,July6,31.40344358
2101,2101 and 2102,A635,Ames 19309,No Nitrogen,Aug16,46.70491597
2101,2101 and 2102,A635,Ames 19309,No Nitrogen,Sept1,45.68327296
2101,2101 and 2102,A635,Ames 19309,No Nitrogen,Aug14,52.67016261
2101,2101 and 2102,A635,Ames 19309,No Nitrogen,Aug20,38.95764109
2101,2101 and 2102,A635,Ames 19309,No Nitrogen,Aug12,56.89184586
2101,2101 and 2102,A635,Ames 19309,No Nitrogen,Aug30,50.68903781
2101,2101 and 2102,A635,Ames 19309,No Nitrogen,Sept5,30.94355186
2101,2101 and 2102,A635,Ames 19309,No Nitrogen,Aug22,43.57325851
2101,2101 and 2102,A635,Ames 19309,No Nitrogen,Aug23,53.52853891
2103,2103 and 2104,CI31A,Ames 21512,No Nitrogen,Aug26,75.22651111
2103,2103 and 2104,CI31A,Ames 21512,No Nitrogen,Aug12,76.45405209
2103,2103 and 2104,CI31A,Ames 21512,No Nitrogen,Sept5,62.71304172
2103,2103 and 2104,CI31A,Ames 21512,No Nitrogen,Aug14,76.47227078
2103,2103 and 2104,CI31A,Ames 21512,No Nitrogen,Sept1,69.69596061
2103,2103 and 2104,CI31A,Ames 21512,No Nitrogen,Aug20,60.89173117
2103,2103 and 2104,CI31A,Ames 21512,No Nitrogen,July6,28.78483835
2103,2103 and 2104,CI31A,Ames 21512,No Nitrogen,Aug16,64.5907558
2103,2103 and 2104,CI31A,Ames 21512,No Nitrogen,Aug22,63.63035616
2103,2103 and 2104,CI31A,Ames 21512,No Nitrogen,Aug30,73.53549096
2103,2103 and 2104,CI31A,Ames 21512,No Nitrogen,Sept3,54.28555436
2103,2103 and 2104,CI31A,Ames 21512,No Nitrogen,Aug23,73.96121055
2107,2107 and 2108,B105,PI 594048,No Nitrogen,Aug14,52.33486943
2107,2107 and 2108,B105,PI 594048,No Nitrogen,Aug23,51.1831566
2107,2107 and 2108,B105,PI 594048,No Nitrogen,July6,34.34757835
2107,2107 and 2108,B105,PI 594048,No Nitrogen,Aug22,41.89874118
2107,2107 and 2108,B105,PI 594048,No Nitrogen,Aug26,56.84709857
2107,2107 and 2108,B105,PI 594048,No Nitrogen,Aug12,50.27997911
2107,2107 and 2108,B105,PI 594048,No Nitrogen,Sept5,46.58825743
2107,2107 and 2108,B105,PI 594048,No Nitrogen,Sept1,49.21812195
2107,2107 and 2108,B105,PI 594048,No Nitrogen,Aug20,42.78986496
2107,2107 and 2108,B105,PI 594048,No Nitrogen,Aug30,73.40915802
2107,2107 and 2108,B105,PI 594048,No Nitrogen,Sept3,43.77100796
2107,2107 and 2108,B105,PI 594048,No Nitrogen,Aug16,43.44131764
2109,2109 and 2110,CI187-2,Ames 26138,No Nitrogen,Aug26,63.88476011
2109,2109 and 2110,CI187-2,Ames 26138,No Nitrogen,Aug30,66.33712955
2109,2109 and 2110,CI187-2,Ames 26138,No Nitrogen,Sept5,55.09147544
2109,2109 and 2110,CI187-2,Ames 26138,No Nitrogen,Aug20,55.63172078
2109,2109 and 2110,CI187-2,Ames 26138,No Nitrogen,Aug23,62.26943303
2109,2109 and 2110,CI187-2,Ames 26138,No Nitrogen,July6,27.68834386
2109,2109 and 2110,CI187-2,Ames 26138,No Nitrogen,Aug14,64.98331479
2109,2109 and 2110,CI187-2,Ames 26138,No Nitrogen,Aug16,52.96903206
2109,2109 and 2110,CI187-2,Ames 26138,No Nitrogen,Aug22,51.92240709
2109,2109 and 2110,CI187-2,Ames 26138,No Nitrogen,Aug12,61.06632757
2109,2109 and 2110,CI187-2,Ames 26138,No Nitrogen,Sept3,49.78799625
2109,2109 and 2110,CI187-2,Ames 26138,No Nitrogen,Sept1,59.02952267
2111,2111 and 2112,CML220,Ames 27087,No Nitrogen,Aug12,68.73316833
2111,2111 and 2112,CML220,Ames 27087,No Nitrogen,July6,21.47652669
2111,2111 and 2112,CML220,Ames 27087,No Nitrogen,Aug23,72.27664672
2111,2111 and 2112,CML220,Ames 27087,No Nitrogen,Aug20,58.43384527
2111,2111 and 2112,CML220,Ames 27087,No Nitrogen,Sept5,65.89270403
2111,2111 and 2112,CML220,Ames 27087,No Nitrogen,Sept1,70.1002701
2111,2111 and 2112,CML220,Ames 27087,No Nitrogen,Aug22,62.58931681
2111,2111 and 2112,CML220,Ames 27087,No Nitrogen,Aug30,73.16209862
2111,2111 and 2112,CML220,Ames 27087,No Nitrogen,Aug26,73.24429295
2111,2111 and 2112,CML220,Ames 27087,No Nitrogen,Aug16,60.44387848
2111,2111 and 2112,CML220,Ames 27087,No Nitrogen,Aug14,69.95391705
2111,2111 and 2112,CML220,Ames 27087,No Nitrogen,Sept3,57.26172318
2113,2113 and 2114,CML323,Ames 27097,No Nitrogen,Sept5,81.80440138
2113,2113 and 2114,CML323,Ames 27097,No Nitrogen,Aug16,76.79545486
2113,2113 and 2114,CML323,Ames 27097,No Nitrogen,Aug22,77.24524973
2113,2113 and 2114,CML323,Ames 27097,No Nitrogen,Aug23,86.58478697
2113,2113 and 2114,CML323,Ames 27097,No Nitrogen,Aug14,89.35854653
2113,2113 and 2114,CML323,Ames 27097,No Nitrogen,Sept3,74.97376191
2113,2113 and 2114,CML323,Ames 27097,No Nitrogen,Aug20,75.34078125
2113,2113 and 2114,CML323,Ames 27097,No Nitrogen,Sept1,90.40454495
2113,2113 and 2114,CML323,Ames 27097,No Nitrogen,Aug12,85.40566316
2113,2113 and 2114,CML323,Ames 27097,No Nitrogen,July6,37.41756472
2113,2113 and 2114,CML323,Ames 27097,No Nitrogen,Aug26,86.57522469
2113,2113 and 2114,CML323,Ames 27097,No Nitrogen,Aug30,89.50128389
2115,2115 and 2116,NC290A,Ames 27141,No Nitrogen,Aug20,48.3074002
2115,2115 and 2116,NC290A,Ames 27141,No Nitrogen,Aug26,66.65405328
2115,2115 and 2116,NC290A,Ames 27141,No Nitrogen,Aug14,60.02860321
2115,2115 and 2116,NC290A,Ames 27141,No Nitrogen,Sept1,71.83019001
2115,2115 and 2116,NC290A,Ames 27141,No Nitrogen,July6,34.08646104
2115,2115 and 2116,NC290A,Ames 27141,No Nitrogen,Aug16,48.14066414
2115,2115 and 2116,NC290A,Ames 27141,No Nitrogen,Aug12,61.95463112
2115,2115 and 2116,NC290A,Ames 27141,No Nitrogen,Aug23,62.93772683
2115,2115 and 2116,NC290A,Ames 27141,No Nitrogen,Sept5,55.97963916
2115,2115 and 2116,NC290A,Ames 27141,No Nitrogen,Aug30,73.90439811
2115,2115 and 2116,NC290A,Ames 27141,No Nitrogen,Aug22,47.72862663
2115,2115 and 2116,NC290A,Ames 27141,No Nitrogen,Sept3,49.42696016
2117,2117 and 2118,N6,Ames 27137,No Nitrogen,Sept1,62.85229922
2117,2117 and 2118,N6,Ames 27137,No Nitrogen,Aug30,64.92653627
2117,2117 and 2118,N6,Ames 27137,No Nitrogen,Aug23,65.02446299
2117,2117 and 2118,N6,Ames 27137,No Nitrogen,Sept5,60.45699732
2117,2117 and 2118,N6,Ames 27137,No Nitrogen,Aug12,64.29165058
2117,2117 and 2118,N6,Ames 27137,No Nitrogen,Aug20,53.333433
2117,2117 and 2118,N6,Ames 27137,No Nitrogen,Aug14,68.73563218
2117,2117 and 2118,N6,Ames 27137,No Nitrogen,July6,24.87055617
2117,2117 and 2118,N6,Ames 27137,No Nitrogen,Aug22,53.82544524
2117,2117 and 2118,N6,Ames 27137,No Nitrogen,Aug26,65.82429458
2117,2117 and 2118,N6,Ames 27137,No Nitrogen,Sept3,49.76308756
2117,2117 and 2118,N6,Ames 27137,No Nitrogen,Aug16,55.60851373
2121,2121 and 2122,NC356,Ames 27174,No Nitrogen,Sept1,72.3317087
2121,2121 and 2122,NC356,Ames 27174,No Nitrogen,Aug20,55.78384359
2121,2121 and 2122,NC356,Ames 27174,No Nitrogen,Aug30,72.71993332
2121,2121 and 2122,NC356,Ames 27174,No Nitrogen,Aug12,67.57510389
2121,2121 and 2122,NC356,Ames 27174,No Nitrogen,Sept5,59.36732353
2121,2121 and 2122,NC356,Ames 27174,No Nitrogen,Aug23,68.97703955
2121,2121 and 2122,NC356,Ames 27174,No Nitrogen,July6,30.60621826
2121,2121 and 2122,NC356,Ames 27174,No Nitrogen,Aug26,79.39165156
2121,2121 and 2122,NC356,Ames 27174,No Nitrogen,Aug22,59.13481101
2121,2121 and 2122,NC356,Ames 27174,No Nitrogen,Sept3,62.09988665
2121,2121 and 2122,NC356,Ames 27174,No Nitrogen,Aug16,59.95745931
2121,2121 and 2122,NC356,Ames 27174,No Nitrogen,Aug14,67.55495524
2123,2123 and 2124,NC264,PI 520774,No Nitrogen,Aug12,80.07130044
2123,2123 and 2124,NC264,PI 520774,No Nitrogen,Aug16,70.10537216
2123,2123 and 2124,NC264,PI 520774,No Nitrogen,Aug23,78.82577641
2123,2123 and 2124,NC264,PI 520774,No Nitrogen,Aug26,83.06214563
2123,2123 and 2124,NC264,PI 520774,No Nitrogen,Aug20,68.0998105
2123,2123 and 2124,NC264,PI 520774,No Nitrogen,Sept1,84.35268435
2123,2123 and 2124,NC264,PI 520774,No Nitrogen,Aug22,70.76788859
2123,2123 and 2124,NC264,PI 520774,No Nitrogen,Sept3,69.10258743
2123,2123 and 2124,NC264,PI 520774,No Nitrogen,Aug30,84.98207792
2123,2123 and 2124,NC264,PI 520774,No Nitrogen,Aug14,79.71237883
2123,2123 and 2124,NC264,PI 520774,No Nitrogen,July6,29.63408894
2123,2123 and 2124,NC264,PI 520774,No Nitrogen,Sept5,73.19409724
2125,2125 and 2126,NC324,Ames 27158,No Nitrogen,Aug23,48.35486849
2125,2125 and 2126,NC324,Ames 27158,No Nitrogen,Aug26,54.2766932
2125,2125 and 2126,NC324,Ames 27158,No Nitrogen,Aug22,38.10959234
2125,2125 and 2126,NC324,Ames 27158,No Nitrogen,Aug12,50.18279252
2125,2125 and 2126,NC324,Ames 27158,No Nitrogen,Aug14,40.34164945
2125,2125 and 2126,NC324,Ames 27158,No Nitrogen,Aug20,32.97065562
2125,2125 and 2126,NC324,Ames 27158,No Nitrogen,Sept3,39.95494046
2125,2125 and 2126,NC324,Ames 27158,No Nitrogen,Sept5,32.63413805
2125,2125 and 2126,NC324,Ames 27158,No Nitrogen,Aug16,36.75711227
2125,2125 and 2126,NC324,Ames 27158,No Nitrogen,July6,18.44072835
2125,2125 and 2126,NC324,Ames 27158,No Nitrogen,Aug30,37.82849369
2125,2125 and 2126,NC324,Ames 27158,No Nitrogen,Sept1,33.56306993
2127,2127 and 2128,N7A,Ames 28366,No Nitrogen,July6,27.4192989
2127,2127 and 2128,N7A,Ames 28366,No Nitrogen,Aug23,55.532299
2127,2127 and 2128,N7A,Ames 28366,No Nitrogen,Aug30,51.77968731
2127,2127 and 2128,N7A,Ames 28366,No Nitrogen,Aug12,55.85412929
2127,2127 and 2128,N7A,Ames 28366,No Nitrogen,Aug20,43.26342661
2127,2127 and 2128,N7A,Ames 28366,No Nitrogen,Aug14,52.05625298
2127,2127 and 2128,N7A,Ames 28366,No Nitrogen,Aug22,44.56839837
2127,2127 and 2128,N7A,Ames 28366,No Nitrogen,Sept5,45.11220529
2127,2127 and 2128,N7A,Ames 28366,No Nitrogen,Sept1,47.28302001
2127,2127 and 2128,N7A,Ames 28366,No Nitrogen,Aug16,50.1814976
2127,2127 and 2128,N7A,Ames 28366,No Nitrogen,Aug26,56.22500658
2127,2127 and 2128,N7A,Ames 28366,No Nitrogen,Sept3,38.7486881
2129,2129 and 2130,T234,Ames 27190,No Nitrogen,Aug22,71.20019011
2129,2129 and 2130,T234,Ames 27190,No Nitrogen,Aug20,69.56160974
2129,2129 and 2130,T234,Ames 27190,No Nitrogen,Aug12,71.12650151
2129,2129 and 2130,T234,Ames 27190,No Nitrogen,Sept5,70.01986158
2129,2129 and 2130,T234,Ames 27190,No Nitrogen,Sept1,75.63648473
2129,2129 and 2130,T234,Ames 27190,No Nitrogen,Aug23,79.59050186
2129,2129 and 2130,T234,Ames 27190,No Nitrogen,Aug16,75.91021676
2129,2129 and 2130,T234,Ames 27190,No Nitrogen,Aug26,85.43214959
2129,2129 and 2130,T234,Ames 27190,No Nitrogen,Aug14,79.69225065
2129,2129 and 2130,T234,Ames 27190,No Nitrogen,Sept3,66.47234156
2129,2129 and 2130,T234,Ames 27190,No Nitrogen,Aug30,78.18028234
2129,2129 and 2130,T234,Ames 27190,No Nitrogen,July6,24.25318964
2131,2131 and 2132,NC370,Ames 27181,No Nitrogen,Aug16,76.95806104
2131,2131 and 2132,NC370,Ames 27181,No Nitrogen,Sept3,68.47567204
2131,2131 and 2132,NC370,Ames 27181,No Nitrogen,Aug22,74.6810637
2131,2131 and 2132,NC370,Ames 27181,No Nitrogen,July6,25.86696395
2131,2131 and 2132,NC370,Ames 27181,No Nitrogen,Sept5,72.73319272
2131,2131 and 2132,NC370,Ames 27181,No Nitrogen,Sept1,83.20265593
2131,2131 and 2132,NC370,Ames 27181,No Nitrogen,Aug23,81.08556627
2131,2131 and 2132,NC370,Ames 27181,No Nitrogen,Aug30,85.56066785
2131,2131 and 2132,NC370,Ames 27181,No Nitrogen,Aug20,74.7038838
2131,2131 and 2132,NC370,Ames 27181,No Nitrogen,Aug26,82.82420679
2131,2131 and 2132,NC370,Ames 27181,No Nitrogen,Aug12,80.77385953
2131,2131 and 2132,NC370,Ames 27181,No Nitrogen,Aug14,82.37565549
2133,2133 and 2134,VaW6,Ames 19000,No Nitrogen,Sept5,21.22693216
2133,2133 and 2134,VaW6,Ames 19000,No Nitrogen,Sept1,17.18819901
2133,2133 and 2134,VaW6,Ames 19000,No Nitrogen,Aug30,35.59150355
2133,2133 and 2134,VaW6,Ames 19000,No Nitrogen,Aug23,22.24805361
2133,2133 and 2134,VaW6,Ames 19000,No Nitrogen,Aug12,15.11296805
2133,2133 and 2134,VaW6,Ames 19000,No Nitrogen,Sept3,16.07366256
2133,2133 and 2134,VaW6,Ames 19000,No Nitrogen,July6,17.44085222
2133,2133 and 2134,VaW6,Ames 19000,No Nitrogen,Aug26,27.23885002
2133,2133 and 2134,VaW6,Ames 19000,No Nitrogen,Aug20,15.0321252
2133,2133 and 2134,VaW6,Ames 19000,No Nitrogen,Aug14,15.94311139
2133,2133 and 2134,VaW6,Ames 19000,No Nitrogen,Aug22,15.49254052
2133,2133 and 2134,VaW6,Ames 19000,No Nitrogen,Aug16,17.99247142
2135,2135 and 2136,Va102,PI 587151,No Nitrogen,Aug14,45.74077017
2135,2135 and 2136,Va102,PI 587151,No Nitrogen,Aug12,44.90701424
2135,2135 and 2136,Va102,PI 587151,No Nitrogen,Aug16,46.74437805
2135,2135 and 2136,Va102,PI 587151,No Nitrogen,Aug20,46.48491667
2135,2135 and 2136,Va102,PI 587151,No Nitrogen,Sept3,48.81655728
2135,2135 and 2136,Va102,PI 587151,No Nitrogen,Aug22,45.29693059
2135,2135 and 2136,Va102,PI 587151,No Nitrogen,Aug23,53.21569668
2135,2135 and 2136,Va102,PI 587151,No Nitrogen,Sept5,44.87198504
2135,2135 and 2136,Va102,PI 587151,No Nitrogen,July6,21.46413973
2135,2135 and 2136,Va102,PI 587151,No Nitrogen,Aug26,58.12094921
2135,2135 and 2136,Va102,PI 587151,No Nitrogen,Aug30,54.26448437
2135,2135 and 2136,Va102,PI 587151,No Nitrogen,Sept1,51.5545061
2137,2137 and 2138,SC357,NSL 53094,No Nitrogen,Sept1,57.12065712
2137,2137 and 2138,SC357,NSL 53094,No Nitrogen,Sept3,46.73402275
2137,2137 and 2138,SC357,NSL 53094,No Nitrogen,Aug30,58.65773116
2137,2137 and 2138,SC357,NSL 53094,No Nitrogen,July6,19.53771832
2137,2137 and 2138,SC357,NSL 53094,No Nitrogen,Aug12,44.98058539
2137,2137 and 2138,SC357,NSL 53094,No Nitrogen,Aug14,49.87287462
2137,2137 and 2138,SC357,NSL 53094,No Nitrogen,Aug20,43.24286948
2137,2137 and 2138,SC357,NSL 53094,No Nitrogen,Sept5,46.296303
2137,2137 and 2138,SC357,NSL 53094,No Nitrogen,Aug22,45.81126523
2137,2137 and 2138,SC357,NSL 53094,No Nitrogen,Aug26,60.61416069
2137,2137 and 2138,SC357,NSL 53094,No Nitrogen,Aug23,58.48355616
2137,2137 and 2138,SC357,NSL 53094,No Nitrogen,Aug16,44.27198052
2139,2139 and 2140,NC360,Ames 27176,No Nitrogen,Aug14,69.92160602
2139,2139 and 2140,NC360,Ames 27176,No Nitrogen,Aug12,63.66266264
2139,2139 and 2140,NC360,Ames 27176,No Nitrogen,Aug30,73.96382692
2139,2139 and 2140,NC360,Ames 27176,No Nitrogen,Aug20,64.02463866
2139,2139 and 2140,NC360,Ames 27176,No Nitrogen,Aug16,61.83344761
2139,2139 and 2140,NC360,Ames 27176,No Nitrogen,Aug26,75.45779007
2139,2139 and 2140,NC360,Ames 27176,No Nitrogen,Aug22,63.32989358
2139,2139 and 2140,NC360,Ames 27176,No Nitrogen,Sept5,62.44677349
2139,2139 and 2140,NC360,Ames 27176,No Nitrogen,Sept1,72.0151902
2139,2139 and 2140,NC360,Ames 27176,No Nitrogen,July6,29.67917751
2139,2139 and 2140,NC360,Ames 27176,No Nitrogen,Sept3,63.76792936
2139,2139 and 2140,NC360,Ames 27176,No Nitrogen,Aug23,70.49864136
2141,2141 and 2142,W64A,PI 587152,No Nitrogen,Sept3,54.63595528
2141,2141 and 2142,W64A,PI 587152,No Nitrogen,Aug23,71.97875513
2141,2141 and 2142,W64A,PI 587152,No Nitrogen,Sept5,51.62817957
2141,2141 and 2142,W64A,PI 587152,No Nitrogen,Aug20,63.36905291
2141,2141 and 2142,W64A,PI 587152,No Nitrogen,Aug22,60.85522782
2141,2141 and 2142,W64A,PI 587152,No Nitrogen,Aug30,89.04117781
2141,2141 and 2142,W64A,PI 587152,No Nitrogen,Aug26,71.13947272
2141,2141 and 2142,W64A,PI 587152,No Nitrogen,Aug16,62.99324107
2141,2141 and 2142,W64A,PI 587152,No Nitrogen,Aug12,62.7670928
2141,2141 and 2142,W64A,PI 587152,No Nitrogen,Sept1,87.11221438
2141,2141 and 2142,W64A,PI 587152,No Nitrogen,July6,35.72798216
2141,2141 and 2142,W64A,PI 587152,No Nitrogen,Aug14,69.46766248
2143,2143 and 2144,A188,Ames 22443,No Nitrogen,Aug20,29.13469409
2143,2143 and 2144,A188,Ames 22443,No Nitrogen,Aug26,45.50141219
2143,2143 and 2144,A188,Ames 22443,No Nitrogen,Sept3,28.44544577
2143,2143 and 2144,A188,Ames 22443,No Nitrogen,Aug23,49.2997492
2143,2143 and 2144,A188,Ames 22443,No Nitrogen,Sept5,16.56868526
2143,2143 and 2144,A188,Ames 22443,No Nitrogen,July6,25.44481605
2143,2143 and 2144,A188,Ames 22443,No Nitrogen,Aug14,41.57158748
2143,2143 and 2144,A188,Ames 22443,No Nitrogen,Sept1,21.59254887
2143,2143 and 2144,A188,Ames 22443,No Nitrogen,Aug30,44.32155846
